technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Run of River Hydroelectric,632,1,11.5,,12.7,11.5,1986,2086,0.122,0.0,0.0,7028.0
Landfill Gas,59461,GEN01,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Landfill Gas,59461,GEN02,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Run of River Hydroelectric,682,1,155.0,,139.5,155.0,1983,2083,0.198,0.0,0.0,6454.0
Run of River Hydroelectric,714,1,1.5,,1.8,1.5,1986,2086,0.199,0.0,0.0,11900.0
Landfill Gas,59461,GEN03,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Run of River Hydroelectric,745,1,23.9,,23.9,23.9,1994,2094,0.146,0.0,0.0,10284.0
Run of River Hydroelectric,751,1,1.5,,2.9,1.5,1987,2087,0.0,0.0,0.0,12044.0
Landfill Gas,59461,GEN04,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Run of River Hydroelectric,776,1,12.1,,12.1,12.1,1983,2083,0.235,0.0,0.0,9895.0
Run of River Hydroelectric,839,7P,0.9,,1.0,0.9,1985,2085,0.492,0.0,0.0,21123.0
Run of River Hydroelectric,846,1,0.5,,0.5,0.5,1984,2084,0.368,0.0,0.0,23566.0
Run of River Hydroelectric,846,2,0.5,,0.5,0.5,1984,2084,0.368,0.0,0.0,23502.0
Run of River Hydroelectric,846,3,0.5,,0.5,0.5,1984,2084,0.368,0.0,0.0,23502.0
Landfill Gas,59461,GEN05,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Landfill Gas,59461,GEN06,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Landfill Gas,59461,GEN07,3.4,,3.4,3.4,2016,2116,0.743,13.5,3.136,10167.0
Geothermal,902,1,9.0,,55.0,9.0,1985,2030,0.0,9.771,0.587,63482.0
Run of River Hydroelectric,905,1,17.0,,19.6,17.0,1986,2086,0.295,0.0,0.0,10956.0
Other Waste Biomass,58525,COGEN,1.1,,1.1,1.1,2014,2059,0.741,13.5,2.443,63592.0
Batteries,67579,ALMT2,82.0,328.0,82.0,82.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,61204,ALMTS,100.0,400.0,100.0,100.0,2021,2036,0.0,0.0,0.0,12544.0
Batteries,61861,SRP,10.0,29.0,10.0,10.0,2019,2034,0.0,0.0,0.0,12544.0
Conventional Steam Coal,6177,CO2,382.0,,410.9,382.0,2011,2032,0.463,11.212,0.978047115,24124.78679
Conventional Steam Coal,6177,CO1,380.0,,410.9,380.0,2012,2032,0.4,11.273,0.978047115,24124.78679
Batteries,67964,A400M,150.0,435.0,150.0,150.0,2026,2041,,0.0,,
Other Natural Gas,63699,AGT0A,1.2,,1.2,1.2,2018,2068,0.328,7.06,0.298,15571.0
Other Natural Gas,63699,AGT0B,1.0,,1.0,1.0,2018,2068,0.328,7.06,0.298,15571.0
Other Natural Gas,59800,AMZ00,1.0,,1.1,1.0,2014,2064,0.0,7.519,0.298,15571.0
Batteries,67170,ASBA,2.4,8.9,2.4,2.4,2024,2039,0.85,0.0,0.0,12544.0
Landfill Gas,58007,G5,10.0,,10.5,10.0,2012,2112,0.76,13.5,1.868,148417.0
Run of River Hydroelectric,50393,RO2,7.3,,6.9,7.3,2017,2117,0.272,0.0,0.0,15104.0
Landfill Gas,58007,G1,6.8,,6.3,6.8,2012,2112,0.76,13.5,1.868,148417.0
Landfill Gas,58007,G2,6.8,,6.3,6.8,2012,2112,0.76,13.5,1.868,148417.0
Landfill Gas,58007,G3,6.8,,6.3,6.8,2012,2112,0.76,13.5,1.868,148417.0
Batteries,65458,ANOD1,112.5,326.25,112.5,112.5,2024,2039,0.85,0.0,0.0,12544.0
Batteries,65458,ANOD2,112.5,326.25,112.5,112.5,2024,2039,0.85,0.0,0.0,12544.0
Landfill Gas,58007,G4,6.8,,6.3,6.8,2012,2112,0.76,13.5,1.868,148417.0
Natural Gas Fired Combustion Turbine,4256,1,23.5,,24.9,24.9,1986,2041,0.0,25.0,0.286648753,1230.331313
Natural Gas Fired Combustion Turbine,4256,2,23.5,,24.9,24.9,1986,2041,0.0,25.0,0.286648753,1230.331313
Nuclear,6008,1,381.501,,408.3312,387.903,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,1,207.138,,221.7056,210.614,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,1,74.727,,79.9824,75.981,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,1,133.722,,143.1264,135.966,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,1,229.425,,245.56,233.275,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,1,77.349,,82.7888,78.647,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,1,207.138,,221.7056,210.614,1986,2066,0.904,10.456,0.076357621,60023.76292
Nuclear,6008,2,382.374,,408.3312,388.776,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,2,207.612,,221.7056,211.088,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,2,74.898,,79.9824,76.152,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,2,134.028,,143.1264,136.272,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,2,229.95,,245.56,233.8,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,2,77.526,,82.7888,78.824,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,2,207.612,,221.7056,211.088,1986,2066,0.916,10.456,0.075357303,60023.76292
Nuclear,6008,3,381.792,,408.3312,388.194,1988,2068,0.914,10.456,0.075522199,60023.76292
Nuclear,6008,3,207.296,,221.7056,210.772,1988,2068,0.914,10.456,0.075522199,60023.76292
Nuclear,6008,3,74.784,,79.9824,76.038,1988,2068,0.914,10.456,0.075522199,60023.76292
Nuclear,6008,3,133.824,,143.1264,136.068,1988,2068,0.914,10.456,0.075522199,60023.76292
Nuclear,6008,3,229.6,,245.56,233.45,1988,2068,0.914,10.456,0.075522199,60023.76292
Nuclear,6008,3,77.408,,82.7888,78.706,1988,2068,0.914,10.456,0.075522199,60023.76292
Nuclear,6008,3,207.296,,221.7056,210.772,1988,2068,0.914,10.456,0.075522199,60023.76292
Natural Gas Steam Turbine,6013,O1,44.0,,50.0,44.0,1959,2030,0.0,17.1,0.338551939,11156.73732
Natural Gas Steam Turbine,6013,O2,55.0,,59.7,55.0,1964,2030,0.0,13.797,0.338551939,11156.73732
Run of River Hydroelectric,416,3,6.5,,6.5,6.0,2012,2112,0.554,0.0,0.0,6268.0
Natural Gas Fired Combustion Turbine,6060,1,18.6,,23.1,18.5,1973,2028,0.006,19.585,28.46452204,1230.331313
Natural Gas Fired Combustion Turbine,6060,2,19.0,,23.1,16.1,1973,2028,0.006,19.773,28.46452204,1230.331313
Natural Gas Fired Combustion Turbine,6060,3,18.3,,23.1,20.3,1974,2029,0.006,19.398,28.46452204,1230.331313
Natural Gas Fired Combustion Turbine,6060,4,18.0,,23.1,19.2,1976,2031,0.006,19.516,28.46452204,1230.331313
Natural Gas Fired Combustion Turbine,6088,1,25.0,,27.0,26.8,1972,2027,0.01,15.75,3.49723692,343.60217
Natural Gas Fired Combustion Turbine,6088,2,25.0,,27.0,26.8,1972,2027,0.01,15.75,3.49723692,343.60217
Natural Gas Fired Combustion Turbine,6088,3,25.0,,27.0,26.8,1972,2027,0.01,15.75,3.49723692,343.60217
Natural Gas Fired Combustion Turbine,6088,4,20.0,,26.8,21.4,2001,2056,0.004,15.75,6.994473839,343.60217
Nuclear,6099,1,1122.0,,1159.0,1122.0,1985,2029,0.909,10.456,0.075937612,60023.76292
Nuclear,6099,2,1118.0,,1164.0,1118.0,1986,2030,0.807,10.456,0.085535675,60023.76292
Hydroelectric Pumped Storage,6100,1,404.0,6262.0,351.0,404.0,1984,2084,0.088,0.0,0.0,4630.0
Hydroelectric Pumped Storage,6100,2,404.0,6262.0,351.0,404.0,1984,2084,0.099,0.0,0.0,4736.0
Hydroelectric Pumped Storage,6100,3,404.0,6262.0,351.0,404.0,1984,2084,0.099,0.0,0.0,4736.0
Other Natural Gas,65199,KST00,4.5,,4.5,4.5,2018,2068,0.872,7.114,0.298,15571.0
Other Natural Gas,66146,KSR40,4.5,,4.5,4.5,2020,2070,0.839,6.986,0.3,15571.0
Conventional Hydroelectric,6158,1,191.0,,150.0,191.0,1979,2079,0.137,0.0,0.0,6419.0
Conventional Hydroelectric,6158,2,191.0,,150.0,191.0,1979,2079,0.137,0.0,0.0,6403.0
Run of River Hydroelectric,56615,G200,4.1,,4.3,2.3,2024,2124,0.384,0.0,0.0,15104.0
Landfill Gas,58429,1,4.0,,4.6,4.0,2014,2114,0.765,13.5,3.136,10167.0
Landfill Gas,58429,2,4.0,,4.6,4.0,2014,2114,0.765,13.5,3.136,10167.0
Landfill Gas,58429,3,4.0,,4.6,4.0,2014,2114,0.765,13.5,3.136,10167.0
Landfill Gas,58429,4,4.0,,4.6,4.0,2014,2114,0.765,13.5,3.136,10167.0
Run of River Hydroelectric,6196,1,38.0,,37.1,38.0,1982,2082,0.332,0.0,0.0,9428.0
Run of River Hydroelectric,6196,2,38.0,,37.1,38.0,1983,2083,0.332,0.0,0.0,9136.0
Petroleum Liquids,6211,GEN1,55.0,,74.5,55.0,1978,2028,0.011,14.164,3.49723692,1121.119057
Petroleum Liquids,6211,GEN3,55.0,,74.5,55.0,1978,2028,0.006,14.164,3.49723692,1121.119057
Landfill Gas,58429,5,4.0,,4.6,4.0,2014,2114,0.765,13.5,3.136,10167.0
Run of River Hydroelectric,6449,1,2.0,,3.0,2.0,1949,2049,0.0,0.0,0.0,13584.0
Run of River Hydroelectric,6479,1A,27.0,,22.5,27.0,1983,2083,0.201,0.0,0.0,8924.0
Run of River Hydroelectric,6479,3,11.0,,9.9,11.0,1917,2030,0.201,0.0,0.0,8856.0
Run of River Hydroelectric,6479,4,12.0,,10.6,12.0,1923,2023,0.201,0.0,0.0,8320.0
Run of River Hydroelectric,6479,6,27.0,,22.5,27.0,1987,2087,0.201,0.0,0.0,8658.0
Run of River Hydroelectric,6480,1,14.5,,14.0,14.5,1920,2030,0.0,0.0,0.0,6339.0
Run of River Hydroelectric,6480,2,14.4,,14.0,14.4,1920,2030,0.124,0.0,0.0,8493.0
Run of River Hydroelectric,6480,3,16.0,,18.0,16.0,1932,2032,0.124,0.0,0.0,8118.0
Natural Gas Fired Combustion Turbine,6515,GT1,13.5,,18.0,14.8,1989,2044,0.001,24.162,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,6515,GT2,13.5,,18.0,14.8,1989,2044,0.001,24.162,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,6515,GT3,13.5,,18.0,14.8,1989,2044,0.001,24.162,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,6515,GT4,19.8,,54.0,21.2,2006,2061,0.052,11.704,28.46452204,8080.909324
Petroleum Liquids,6518,KB1,2.0,,2.5,2.0,2008,2058,0.001,25.0,2.740763267,1230.331313
Petroleum Liquids,6518,KB2,2.0,,2.5,2.0,2008,2058,0.001,25.0,2.740763267,1230.331313
Petroleum Liquids,6518,KB3,2.0,,2.5,2.0,2008,2058,0.001,25.0,2.740763267,1230.331313
Petroleum Liquids,6518,KB4,2.0,,2.5,2.0,2008,2058,0.001,25.0,2.740763267,1230.331313
Petroleum Liquids,6518,KB5,2.0,,2.5,2.0,2008,2058,0.001,25.0,2.740763267,1230.331313
Petroleum Liquids,6518,KB6,2.0,,2.5,2.0,2008,2058,0.001,25.0,2.740763267,1230.331313
Run of River Hydroelectric,6612,1,38.6,,38.6,38.6,1963,2063,0.265,0.0,0.0,8500.0
Run of River Hydroelectric,6644,1,4.9,,4.9,4.9,1980,2080,0.296,0.0,0.0,13391.0
Run of River Hydroelectric,6645,1,7.1,,4.5,6.7,1981,2081,0.567,0.0,0.0,13115.0
Run of River Hydroelectric,6645,2,3.6,,4.5,3.4,1981,2081,0.567,0.0,0.0,12824.0
Run of River Hydroelectric,6646,1,9.9,,9.9,9.9,1981,2081,0.2,0.0,0.0,9892.0
Run of River Hydroelectric,6647,1,5.1,,5.1,5.1,1981,2081,0.213,0.0,0.0,12641.0
Petroleum Liquids,6704,10,1.1,,1.1,1.1,1966,2030,0.339,10.745,1.370381634,1230.331313
Petroleum Liquids,6704,12,1.6,,1.6,1.6,1976,2026,0.339,10.745,1.370381634,1230.331313
Petroleum Liquids,6704,14,1.4,,1.4,1.4,1986,2036,0.339,10.745,1.370381634,1230.331313
Petroleum Liquids,6704,15,2.8,,2.8,2.8,1995,2045,0.339,10.745,1.370381634,1230.331313
Petroleum Liquids,6704,7,1.0,,1.0,1.0,1958,2030,0.339,10.745,1.370381634,1230.331313
Petroleum Liquids,6704,8,1.5,,1.5,1.5,1963,2030,0.339,10.745,1.370381634,1230.331313
Petroleum Liquids,6704,MT06,0.1,,0.1,0.1,2011,2066,0.033,20.065,1.370381634,307.06971100000004
Other Natural Gas,66148,KSR55,3.1,,3.1,3.1,2019,2069,0.65,7.018,0.3,15571.0
Petroleum Liquids,6704,MT16,0.1,,0.1,0.1,2011,2066,0.033,20.065,1.370381634,307.06971100000004
Petroleum Liquids,6704,MT17,0.1,,0.1,0.1,2011,2066,0.033,20.065,1.370381634,307.06971100000004
Petroleum Liquids,6704,MT22,0.1,,0.1,0.1,2011,2066,0.033,20.065,1.370381634,307.06971100000004
Run of River Hydroelectric,7066,1,3.0,,3.0,3.0,1988,2088,0.304,0.0,0.0,12881.0
Run of River Hydroelectric,7066,2,0.6,,0.6,0.6,1988,2088,0.304,0.0,0.0,21136.0
Run of River Hydroelectric,7072,1,10.8,,10.9,10.8,1996,2096,0.131,0.0,0.0,10119.0
Run of River Hydroelectric,7072,2,10.8,,10.9,10.8,1996,2096,0.131,0.0,0.0,10032.0
Run of River Hydroelectric,7072,3,10.8,,10.9,10.8,1996,2096,0.131,0.0,0.0,10032.0
Run of River Hydroelectric,7129,TD1,3.0,,3.4,3.0,1987,2087,0.582,0.0,0.0,12570.0
Run of River Hydroelectric,7147,3,1.0,,1.0,1.0,1903,2030,0.286,0.0,0.0,15338.0
Run of River Hydroelectric,7147,4,1.0,,1.0,1.0,1904,2030,0.286,0.0,0.0,15297.0
Run of River Hydroelectric,7147,5,1.0,,1.0,1.0,1904,2030,0.286,0.0,0.0,15297.0
Run of River Hydroelectric,7151,1,2.5,,2.5,2.5,1986,2086,0.182,0.0,0.0,13093.0
Run of River Hydroelectric,7151,2,2.5,,2.5,2.5,1986,2086,0.182,0.0,0.0,13166.0
Hydroelectric Pumped Storage,7164,PG3,10.0,155.0,10.0,10.0,1993,2093,0.096,0.0,0.0,28086.0
Hydroelectric Pumped Storage,7164,PG6,10.0,155.0,10.0,10.0,1993,2093,0.096,0.0,0.0,33158.0
Hydroelectric Pumped Storage,7164,PG7,10.0,155.0,10.0,10.0,1993,2093,0.096,0.0,0.0,33158.0
Hydroelectric Pumped Storage,7164,PS1,10.0,155.0,10.0,10.0,1993,2093,0.096,0.0,0.0,33158.0
Run of River Hydroelectric,7179,1,6.5,,6.5,6.5,1993,2093,0.358,0.0,0.0,10120.0
Run of River Hydroelectric,7179,2,6.5,,6.5,6.5,1993,2093,0.358,0.0,0.0,9623.0
Run of River Hydroelectric,7179,3,6.5,,6.5,6.5,1993,2093,0.358,0.0,0.0,9623.0
Run of River Hydroelectric,7189,1,3.5,,3.5,3.5,1986,2086,0.786,0.0,0.0,12086.0
Run of River Hydroelectric,7229,1,6.1,,6.1,6.1,1988,2088,0.186,0.0,0.0,9798.0
Natural Gas Fired Combustion Turbine,7231,1,24.8,,32.3,24.8,1987,2042,0.016,13.379,2.740763267,307.06971100000004
Natural Gas Fired Combustion Turbine,7231,2,24.8,,32.3,24.8,1986,2041,0.016,13.38,2.740763267,307.06971100000004
Natural Gas Fired Combustion Turbine,7232,1,3.5,,3.9,3.5,1982,2037,0.249,11.835,1.370381634,1230.331313
Natural Gas Fired Combustion Turbine,7232,2,3.5,,3.9,3.5,1982,2037,0.249,11.835,1.370381634,1230.331313
Natural Gas Fired Combined Cycle,7266,2,33.0,,37.7,33.0,2003,2058,0.4,8.185,0.524412193,12250.74954
Natural Gas Fired Combined Cycle,7266,3,50.0,,60.5,50.0,2003,2058,0.4,8.185,0.524412193,12250.74954
Natural Gas Internal Combustion Engine,7266,3A,8.2,,8.4,8.2,2011,2066,0.099,10.745,1.370381634,8080.909324
Natural Gas Internal Combustion Engine,7266,3B,8.2,,8.4,8.2,2011,2066,0.099,10.745,1.370381634,8080.909324
Natural Gas Internal Combustion Engine,7266,3C,8.2,,8.4,8.2,2011,2066,0.099,10.745,1.370381634,8080.909324
Natural Gas Internal Combustion Engine,7266,3D,8.2,,8.4,8.2,2011,2066,0.099,10.745,1.370381634,8080.909324
Natural Gas Internal Combustion Engine,7266,3E,8.2,,8.4,8.2,2011,2066,0.099,10.745,1.370381634,8080.909324
Natural Gas Internal Combustion Engine,7266,3F,8.2,,8.4,8.2,2011,2066,0.099,10.745,1.370381634,8080.909324
Natural Gas Fired Combustion Turbine,7266,NA1,45.0,,50.4,45.0,1993,2048,0.138,10.745,10.917,4677.0
Natural Gas Fired Combustion Turbine,7307,1,16.0,,18.0,17.0,1996,2051,0.008,16.018,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,7307,2,23.0,,27.9,25.0,1996,2051,0.008,16.018,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,7307,3,23.0,,27.9,25.0,1996,2051,0.008,16.018,2.740763267,1230.331313
Natural Gas Fired Combined Cycle,7307,4,27.0,,26.8,28.0,1989,2044,0.342,8.37,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,7307,5,41.0,,40.0,45.0,2002,2057,0.342,8.37,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,7307,6,41.0,,42.5,46.0,2011,2066,0.342,8.37,3.516257561,4342.0804259999995
Natural Gas Fired Combustion Turbine,7315,1,49.5,,49.5,49.5,1996,2051,0.162,10.745,14.23226102,8080.909324
Natural Gas Fired Combustion Turbine,7315,2,50.0,,58.0,58.0,2012,2067,0.15,10.745,14.23226102,8080.909324
Natural Gas Fired Combustion Turbine,7315,3,50.0,,58.0,58.0,2012,2067,0.15,10.745,14.23226102,8080.909324
Natural Gas Fired Combustion Turbine,7315,4,50.0,,58.0,58.0,2012,2067,0.15,10.745,14.23226102,8080.909324
Run of River Hydroelectric,7338,NA1,17.7,,22.0,17.7,1993,2093,0.012,0.0,0.0,7419.0
Landfill Gas,56895,7,2.8,,3.0,2.8,2024,2124,0.9,8.513,3.136,10167.0
Run of River Hydroelectric,435,H3,2.7,,2.7,2.7,2020,2120,0.198,0.0,0.0,15104.0
Geothermal,7368,1,30.0,,55.0,32.0,1983,2030,0.891,9.771,0.587,56298.0
Geothermal,7368,2,30.0,,55.0,32.0,1983,2030,0.897,9.771,0.587,58468.0
Geothermal,7369,3,25.0,,55.0,25.0,1985,2030,0.008,9.771,0.587,57302.0
Geothermal,7369,4,40.0,,55.0,41.0,1986,2030,0.783,9.771,0.587,57756.0
Petroleum Liquids,7436,JH1,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH2,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH3,3.6,,6.0,4.6,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH4,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Petroleum Liquids,7436,JH5,3.6,,6.0,4.0,1933,2030,0.0,12.159,5.481526534,307.06971100000004
Natural Gas Fired Combustion Turbine,7449,NA1,49.3,,50.0,49.9,1996,2051,0.041,10.745,2.740763267,8080.909324
Natural Gas Fired Combustion Turbine,7450,1,24.9,,27.4,24.9,1986,2041,0.019,16.421,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,7450,2,24.9,,27.4,24.9,1986,2041,0.019,16.422,28.46452204,8080.909324
Natural Gas Fired Combustion Turbine,7451,1,25.2,,27.4,25.2,1986,2041,0.011,16.527,2.740763267,1230.331313
Natural Gas Fired Combustion Turbine,7452,1,21.2,,33.0,24.2,1986,2041,0.012,17.397,2.740763267,8080.909324
Natural Gas Fired Combustion Turbine,7452,2,21.2,,33.0,24.2,1986,2041,0.012,17.399,2.740763267,8080.909324
Run of River Hydroelectric,7489,G1,1.0,,1.0,1.0,1987,2087,0.235,0.0,0.0,16944.0
Run of River Hydroelectric,7489,G2,2.5,,2.5,2.5,1987,2087,0.235,0.0,0.0,13688.0
Run of River Hydroelectric,7507,1,1.9,,2.0,2.0,1993,2093,0.129,0.0,0.0,11406.0
Onshore Wind Turbine,7526,2,24.0,,24.0,24.0,2006,2036,0.284,0.0,0.0,31874.0
Onshore Wind Turbine,7526,2B,63.0,,63.0,63.0,2007,2037,0.284,0.0,0.0,25681.0
Onshore Wind Turbine,7526,3,128.0,,128.0,128.0,2012,2042,0.284,0.0,0.0,9688.0
Onshore Wind Turbine,7526,4,85.5,,85.5,85.5,2024,2054,0.316,0.0,0.0,14250.0
Natural Gas Fired Combustion Turbine,7527,1,41.2,,54.0,41.2,1995,2050,0.014,10.745,1.370381634,8080.909324
Natural Gas Fired Combined Cycle,7527,2,16.6,,17.5,16.6,1995,2050,0.248,8.003,0.586306337,12250.74954
Natural Gas Fired Combined Cycle,7527,CCCT,51.2,,54.0,51.2,1995,2050,0.248,8.003,0.586306337,12250.74954
Natural Gas Fired Combined Cycle,7551,CCST,37.6,,49.8,37.6,1997,2052,0.525,7.238,2.521906037,12250.74954
Natural Gas Fired Combined Cycle,7551,CT1A,47.6,,49.8,47.6,1997,2052,0.525,7.238,2.521906037,12250.74954
Natural Gas Fired Combined Cycle,7551,CT1B,47.6,,49.8,47.6,1997,2052,0.525,7.238,2.521906037,12250.74954
Natural Gas Fired Combustion Turbine,7551,CT1C,43.8,,44.0,47.3,2001,2056,0.043,10.745,1.370381634,8080.909324
Natural Gas Fired Combined Cycle,7552,CCCT,119.0,,118.7,111.0,1997,2052,0.411,7.956,3.381016885,12250.74954
Natural Gas Fired Combined Cycle,7552,CCST,59.0,,55.2,53.0,1997,2052,0.411,7.956,3.381016885,12250.74954
Run of River Hydroelectric,7646,1,5.0,,5.0,5.0,1983,2083,0.367,0.0,0.0,11380.0
Run of River Hydroelectric,7646,2,5.0,,5.0,5.0,1983,2083,0.367,0.0,0.0,10984.0
Run of River Hydroelectric,7646,3,1.5,,1.5,1.5,1983,2083,0.367,0.0,0.0,14520.0
Natural Gas Fired Combustion Turbine,7824,1,21.2,,24.9,21.1,1979,2034,0.006,14.352,0.286648753,307.06971100000004
Petroleum Liquids,7824,2,21.1,,24.9,21.9,1980,2030,0.006,14.347,0.286648753,307.06971100000004
Run of River Hydroelectric,7907,1,55.0,,55.0,55.0,1984,2084,0.262,0.0,0.0,8458.0
Run of River Hydroelectric,7907,2,55.0,,55.0,55.0,1984,2084,0.262,0.0,0.0,8424.0
Run of River Hydroelectric,7907,3,55.0,,55.0,55.0,1984,2084,0.262,0.0,0.0,8424.0
Run of River Hydroelectric,7911,1,11.5,,11.5,11.5,1921,2030,0.0,0.0,0.0,7957.0
Run of River Hydroelectric,7942,10,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11847.0
Run of River Hydroelectric,7942,11,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,12,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,2,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,3,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,4,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,6,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,7,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Run of River Hydroelectric,7942,8,3.3,,3.3,3.3,2001,2101,0.035,0.0,0.0,11815.0
Natural Gas Fired Combustion Turbine,7987,L1,48.0,,60.5,48.0,2002,2057,0.037,10.745,1.370381634,8080.909324
Batteries,60964,AEPB1,10.0,40.0,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Natural Gas Fired Combined Cycle,8068,ST1,92.0,,103.5,103.5,1974,2029,0.223,9.045,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST2,92.0,,103.5,103.5,1974,2029,0.275,8.934,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST3,92.0,,103.5,103.5,1974,2029,0.277,8.987,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST4,92.0,,103.5,103.5,1975,2030,0.299,8.901,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST5A,163.0,,153.8,194.0,2005,2060,0.546,7.506,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST5B,163.0,,153.8,194.0,2005,2060,0.546,7.506,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST5S,290.0,,314.5,296.0,2005,2060,0.546,7.506,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST6A,171.0,,153.8,186.0,2006,2061,0.546,7.506,0.780625008,4342.0804259999995
Natural Gas Fired Combined Cycle,8068,ST6S,131.0,,136.1,140.0,2006,2061,0.546,7.506,0.780625008,4342.0804259999995
Natural Gas Fired Combustion Turbine,8076,1,54.0,,58.0,54.0,1974,2027,0.008,14.372,2.740763267,307.06971100000004
Conventional Steam Coal,8223,1,381.0,,424.8,381.0,1985,2027,0.568,10.871,1.125216282,25956.4892
Conventional Steam Coal,8223,2,406.0,,424.8,406.0,1990,2032,0.547,10.805,1.125216282,25956.4892
Conventional Steam Coal,8223,3,417.0,,458.1,417.0,2006,2081,0.578,10.609,1.125216282,25956.4892
Conventional Steam Coal,8223,4,415.0,,458.1,415.0,2009,2084,0.42,10.848,1.125216282,25956.4892
Solar Photovoltaic,8223,SGSS,3.7,,3.7,3.7,2001,2031,0.161,0.0,0.0,18028.0
Solar Photovoltaic,8223,SGSS1,1.6,,1.4,1.6,2010,2040,0.161,0.0,0.0,17400.0
Solar Photovoltaic,8223,WMS,8.5,,8.3,8.5,2014,2044,0.161,0.0,0.0,7714.0
Conventional Hydroelectric,8902,A0,2.7,,2.4,2.7,1936,2036,0.161,0.0,0.0,9668.0
Conventional Hydroelectric,8902,A1,130.0,,130.0,130.0,1941,2041,0.161,0.0,0.0,6323.0
Conventional Hydroelectric,8902,A2,130.0,,130.0,130.0,1942,2042,0.161,0.0,0.0,6317.0
Conventional Hydroelectric,8902,A3,130.0,,130.0,130.0,1952,2052,0.161,0.0,0.0,6341.0
Conventional Hydroelectric,8902,A4,130.0,,130.0,130.0,1952,2052,0.161,0.0,0.0,6341.0
Conventional Hydroelectric,8902,A5,127.0,,127.0,127.0,1943,2043,0.161,0.0,0.0,6329.0
Conventional Hydroelectric,8902,A6,130.0,,130.0,130.0,1939,2039,0.161,0.0,0.0,6324.0
Conventional Hydroelectric,8902,A7,130.0,,130.0,130.0,1939,2039,0.161,0.0,0.0,6324.0
Conventional Hydroelectric,8902,A8,61.5,,61.5,61.5,1937,2037,0.161,0.0,0.0,6372.0
