technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Solar Photovoltaic,64518,CIW,1.0,,1.0,1.0,2020,2050,0.283,0.0,0.0,7714.0
Solar Photovoltaic,64519,CENSP,6.0,,6.0,6.0,2019,2049,0.329,0.0,0.0,7714.0
Solar Photovoltaic,64521,CALSP,6.0,,6.0,6.0,2019,2049,0.311,0.0,0.0,7714.0
Solar Photovoltaic,64523,ATASC,1.1,,1.1,1.1,2020,2050,0.273,0.0,0.0,7714.0
Solar Photovoltaic,64564,AEC3,131.0,,131.0,131.0,2022,2052,0.265,0.0,0.0,9730.0
Batteries,64564,AEC3B,110.0,440.0,110.0,110.0,2022,2052,0.001,0.0,0.0,17250.0
Solar Photovoltaic,64566,CNTRL,100.0,,100.0,100.0,2022,2052,0.314,0.0,0.0,7714.0
Solar Photovoltaic,64579,GEN1,3.0,,3.0,3.0,2014,2044,0.182,0.0,0.0,7714.0
Solar Photovoltaic,64580,GEN,3.0,,3.0,3.0,2013,2043,0.241,0.0,0.0,7714.0
Solar Photovoltaic,64600,PLDPL,3.0,,3.0,3.0,2018,2048,0.161,0.0,0.0,7714.0
Batteries,67695,823,30.0,127.0,30.0,30.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,64601,PV,1.7,,1.7,1.1,2020,2050,0.256,0.0,0.0,9730.0
Batteries,65398,HMSD1,14.0,40.6,14.0,14.0,2026,2041,0.85,0.0,0.0,12544.0
Solar Photovoltaic,64611,2,3.0,,3.0,3.0,2020,2050,0.173,0.0,0.0,9730.0
Other Natural Gas,58300,HON,1.0,,1.1,1.0,2012,2062,0.087,7.908,0.298,15571.0
Other Waste Biomass,64622,GEN1,1.0,,1.0,1.0,2021,2066,0.607,13.5,2.443,63592.0
Other Waste Biomass,64622,GEN2,1.0,,1.0,1.0,2021,2066,0.607,13.5,2.443,63592.0
Batteries,64624,BESS1,50.0,50.0,50.0,50.0,2021,2051,0.0,0.0,0.0,17250.0
Solar Photovoltaic,64624,GEN1,100.0,,100.0,100.0,2021,2051,0.321,0.0,0.0,9730.0
Solar Photovoltaic,64630,GEN01,100.0,,100.0,100.0,2022,2052,0.273,0.0,0.0,9730.0
Solar Photovoltaic,64633,20SD8,300.0,,300.0,300.0,2024,2054,0.212,0.0,0.0,9730.0
Batteries,64633,20SDB,240.0,960.0,240.0,240.0,2024,2054,0.85,0.0,0.0,12544.0
Batteries,65395,HUMB1,75.0,217.5,75.0,75.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,64676,359,5.0,,5.0,5.0,2021,2051,0.242,0.0,0.0,7714.0
Solar Photovoltaic,64693,299,1.0,,1.0,1.0,2021,2051,0.184,0.0,0.0,7714.0
Solar Photovoltaic,64700,390,1.5,,1.5,1.5,2021,2051,0.236,0.0,0.0,7714.0
Batteries,65897,INPKY,9.8,28.42,9.8,9.8,2025,2040,0.85,0.0,0.0,12544.0
Batteries,66726,IEESS,70.0,200.0,70.0,70.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,64751,267,3.8,,3.8,3.8,2021,2051,0.227,0.0,0.0,7714.0
Other Natural Gas,60224,NTL00,1.0,,1.1,1.0,2015,2065,0.831,7.41,0.298,15571.0
Batteries,60996,BA1,10.0,2.5,10.0,10.0,2017,2032,0.0,0.0,0.0,17250.0
Solar Photovoltaic,64766,RCAM1,1.8,,2.2,1.8,2021,2051,0.033,0.0,0.0,9730.0
Batteries,64766,RCAM2,1.8,8.8,2.2,1.8,2021,2051,0.0,0.0,0.0,17250.0
Solar Photovoltaic,64836,CATAL,1.0,,1.0,1.0,2020,2050,0.207,0.0,0.0,7714.0
Solar Photovoltaic,64837,MARIN,1.0,,1.0,1.0,2020,2050,0.216,0.0,0.0,7714.0
Solar Photovoltaic,64846,PR000,1.8,,1.8,1.8,2021,2051,0.197,0.0,0.0,7714.0
Batteries,64851,DAGGB,131.0,524.0,131.0,131.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,64851,DAGGP,182.0,,182.0,182.0,2023,2053,0.212,0.0,0.0,9730.0
Batteries,64852,DAGGB,149.0,596.0,149.0,149.0,2023,2053,0.85,0.0,0.0,17250.0
Solar Photovoltaic,64852,DAGGP,300.0,,300.0,300.0,2023,2053,0.212,0.0,0.0,9730.0
Solar Photovoltaic,64861,392,1.3,,1.3,1.3,2021,2051,0.248,0.0,0.0,7714.0
Batteries,64864,CHAPB,52.0,150.8,52.0,52.0,2024,2054,0.85,0.0,0.0,12544.0
Solar Photovoltaic,64864,CHAPS,102.0,,102.0,102.0,2024,2054,0.212,0.0,0.0,9730.0
Solar Photovoltaic,64864,GEN01,72.0,,72.0,72.0,2024,2054,0.212,0.0,0.0,9730.0
Batteries,63843,SASP1,20.0,20.0,20.0,20.0,2021,2036,0.0,0.0,0.0,12544.0
Solar Photovoltaic,64877,PV,27.1,,27.1,27.1,2021,2051,0.233,0.0,0.0,9730.0
Other Natural Gas,63711,JSR00,1.1,,1.1,1.1,2019,2069,0.915,7.155,0.298,15571.0
Solar Photovoltaic,64878,PV,149.3,,149.3,149.3,2022,2052,0.202,0.0,0.0,9730.0
Solar Photovoltaic,64879,PV,137.8,,137.8,137.8,2021,2051,0.258,0.0,0.0,9730.0
Solar Photovoltaic,64908,GEN01,200.0,,200.0,200.0,2024,2054,0.212,0.0,0.0,9730.0
Batteries,64908,GEN02,40.0,200.0,40.0,40.0,2024,2054,0.85,0.0,0.0,12544.0
Solar Photovoltaic,64909,TSC,55.8,,55.8,55.8,2022,2057,0.263,0.0,0.0,7714.0
Solar Photovoltaic,64914,71466,2.0,,2.0,2.0,2023,2053,0.212,0.0,0.0,7714.0
Solar Photovoltaic,64928,PV,37.7,,37.7,37.7,2022,2052,0.272,0.0,0.0,9730.0
Solar Photovoltaic,64929,PV,44.6,,44.6,44.6,2022,2052,0.269,0.0,0.0,9730.0
Other Natural Gas,58301,JPR,1.0,,1.1,1.0,2012,2062,0.641,7.616,0.298,15571.0
Solar Photovoltaic,64993,BB1PV,70.0,,70.0,70.0,2022,2052,0.301,0.0,0.0,9730.0
Solar Photovoltaic,64993,BB2PV,58.0,,58.0,58.0,2022,2052,0.219,0.0,0.0,9730.0
Solar Photovoltaic,65002,WERL,2.5,,2.5,2.5,2020,2050,0.23,0.0,0.0,7714.0
Other Natural Gas,62699,KSR24,1.4,,1.4,1.4,2017,2067,0.851,20.864,0.298,15571.0
Other Natural Gas,58128,KRSO1,0.2,,0.2,0.2,2012,2062,0.61,7.773,0.298,15571.0
Other Natural Gas,58128,KRSO2,0.2,,0.2,0.2,2012,2062,0.61,7.774,0.298,15571.0
Run of River Hydroelectric,65033,UNIT1,0.2,,0.3,0.2,1990,2090,0.18,0.0,0.0,15104.0
Run of River Hydroelectric,65033,UNIT2,0.2,,0.3,0.2,1990,2090,0.18,0.0,0.0,15104.0
Run of River Hydroelectric,65033,UNIT3,0.2,,0.3,0.2,1990,2090,0.18,0.0,0.0,15104.0
Run of River Hydroelectric,65033,UNIT4,0.2,,0.4,0.2,1990,2090,0.18,0.0,0.0,15104.0
Other Natural Gas,58128,KRSO3,0.2,,0.2,0.2,2012,2062,0.61,7.774,0.298,15571.0
Other Natural Gas,58128,KRSO4,0.2,,0.2,0.2,2012,2062,0.61,7.774,0.298,15571.0
Other Natural Gas,58128,KRSO5,0.2,,0.2,0.2,2012,2062,0.61,7.774,0.298,15571.0
Solar Photovoltaic,65053,IPBMS,223.6,,223.6,223.6,2022,2052,0.299,0.0,0.0,9730.0
Solar Photovoltaic,65073,PV1,6.4,,6.4,6.4,2023,2053,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65089,5452,3.5,,3.6,2.4,2021,2051,0.325,0.0,0.0,7714.0
Solar Photovoltaic,65091,293,4.3,,4.3,4.3,2022,2052,0.228,0.0,0.0,7714.0
Other Natural Gas,62698,KR059,2.2,,2.2,2.2,2017,2067,0.849,7.316,0.298,15571.0
Solar Photovoltaic,65104,15111,2.0,,2.0,2.0,2024,2054,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65105,15111,4.0,,4.0,4.0,2024,2054,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65131,PV1,0.5,,0.5,0.5,2016,2046,0.173,0.0,0.0,7714.0
Solar Photovoltaic,65131,PV2,0.9,,0.9,0.9,2017,2047,0.173,0.0,0.0,7714.0
Other Natural Gas,62701,KS18A,2.5,,2.5,2.5,2017,2067,0.888,7.222,0.298,15571.0
Solar Photovoltaic,65132,PV1,4.5,,4.5,4.5,2022,2052,0.173,0.0,0.0,7714.0
Other Natural Gas,62701,KS18B,2.3,,2.3,2.3,2017,2067,0.888,7.222,0.298,15571.0
Other Natural Gas,58132,KSRO1,0.2,,0.2,0.2,2012,2062,0.3,7.632,0.298,15571.0
Other Natural Gas,58132,KSRO2,0.2,,0.2,0.2,2012,2062,0.3,7.632,0.298,15571.0
Other Natural Gas,58132,KSRO3,0.2,,0.2,0.2,2012,2062,0.3,7.632,0.298,15571.0
Other Natural Gas,58132,KSRO4,0.2,,0.2,0.2,2012,2062,0.3,7.632,0.298,15571.0
Other Natural Gas,58132,KSRO5,0.2,,0.2,0.2,2012,2062,0.3,7.632,0.298,15571.0
Solar Photovoltaic,65168,FHF,1.1,,1.0,1.1,2021,2051,0.167,0.0,0.0,7714.0
Other Natural Gas,62700,KSR23,1.0,,1.0,1.0,2017,2067,0.868,7.268,0.298,15571.0
Solar Photovoltaic,65182,CSLPA,2.3,,2.3,2.3,2022,2052,0.243,0.0,0.0,7714.0
Solar Photovoltaic,65185,GEN1,1.0,,1.0,1.0,2011,2041,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65186,GEN1,1.0,,1.0,1.0,2009,2039,0.153,0.0,0.0,7714.0
Solar Photovoltaic,65187,GEN1,1.0,,1.8,1.0,2016,2046,0.347,0.0,0.0,7714.0
Solar Photovoltaic,65188,GEN1,1.6,,1.6,1.6,2018,2048,0.228,0.0,0.0,7714.0
Solar Photovoltaic,65189,WVSA1,1.0,,1.2,0.7,2022,2052,0.239,0.0,0.0,7714.0
Solar Photovoltaic,65190,WVSA2,1.0,,1.3,0.9,2022,2052,0.206,0.0,0.0,7714.0
Solar Photovoltaic,65238,GEN1,2.4,,2.4,2.4,2019,2049,0.159,0.0,0.0,7714.0
Batteries,62441,U1,1.0,1.0,1.0,1.0,2020,2035,0.0,0.0,0.0,12544.0
Batteries,64612,KNES,10.0,40.0,10.0,10.0,2022,2037,0.0,0.0,0.0,12544.0
Batteries,64614,KSES,10.0,40.0,10.0,10.0,2022,2037,0.0,0.0,0.0,12544.0
Other Natural Gas,59280,KLG00,1.0,,1.1,1.0,2013,2063,0.437,7.882,0.298,15571.0
Solar Photovoltaic,65251,GEN1,1.9,,1.9,1.9,2019,2049,0.072,0.0,0.0,7714.0
Solar Photovoltaic,65252,GEN1,2.4,,2.4,2.4,2018,2048,0.069,0.0,0.0,7714.0
Solar Photovoltaic,65253,GEN1,2.2,,2.2,2.2,2018,2048,0.164,0.0,0.0,7714.0
Solar Photovoltaic,65254,GEN1,2.7,,2.7,2.7,2018,2048,0.15,0.0,0.0,7714.0
Solar Photovoltaic,65255,GEN1,1.5,,1.5,1.5,2018,2048,0.069,0.0,0.0,7714.0
Solar Photovoltaic,65256,GEN1,2.0,,2.0,2.0,2018,2048,0.07,0.0,0.0,7714.0
Batteries,68801,NUCOR,50.0,145.0,50.0,50.0,2025,2040,,0.0,,
Solar Photovoltaic,65330,BALB1,2.4,,2.4,2.4,2022,2052,0.202,0.0,0.0,7714.0
Solar Photovoltaic,65330,VSPRC,0.8,,0.8,0.8,2022,2052,0.199,0.0,0.0,9730.0
Solar Photovoltaic,65331,NORMA,2.6,,2.6,2.4,2021,2051,0.334,0.0,0.0,7714.0
Solar Photovoltaic,65365,17024,2.6,,2.6,2.6,2023,2053,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65382,PV,2.8,,3.0,2.3,2021,2051,0.298,0.0,0.0,9730.0
Solar Photovoltaic,65383,003-A,1.0,,1.0,1.0,2021,2051,0.257,0.0,0.0,7714.0
Solar Photovoltaic,65383,003-B,1.0,,1.0,1.0,2021,2051,0.258,0.0,0.0,7714.0
Batteries,67680,KOLA,275.0,797.5,275.0,275.0,2025,2040,0.85,0.0,0.0,12544.0
Batteries,67680,KOLA2,125.0,362.5,125.0,125.0,2025,2040,,0.0,,
Other Natural Gas,63712,KSR28,2.0,,2.0,2.0,2018,2068,0.821,7.255,0.298,15571.0
Other Natural Gas,63716,KSR53,1.6,,1.6,1.6,2018,2068,0.377,7.261,0.298,15571.0
Batteries,65408,GOSSB,0.7,3.0,0.7,0.7,2021,2051,0.0,0.0,0.0,17250.0
Solar Photovoltaic,65408,GOSSP,1.4,,1.5,0.9,2021,2051,0.211,0.0,0.0,9730.0
Solar Photovoltaic,65409,GFCS1,0.9,,0.9,0.1,2021,2051,0.332,0.0,0.0,9730.0
Solar Photovoltaic,65409,GFCS2,0.1,,0.2,0.1,2021,2051,0.273,0.0,0.0,9730.0
Batteries,65409,GFCSB,0.5,0.9,0.5,0.5,2021,2051,0.0,0.0,0.0,17250.0
Solar Photovoltaic,65447,19032,1.5,,1.5,1.5,2022,2052,0.195,0.0,0.0,7714.0
Batteries,66619,AFTW,1.2,4.6,1.2,1.2,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65464,LDF2,3.0,,3.1,2.3,2021,2051,0.245,0.0,0.0,7714.0
Solar Photovoltaic,65464,LDF3,2.1,,2.1,1.7,2021,2051,0.239,0.0,0.0,7714.0
Batteries,66050,LAB,127.0,508.0,127.0,127.0,2022,2037,0.0,0.0,0.0,17250.0
Solar Photovoltaic,65485,GRWQ,4.4,,4.4,4.1,2022,2052,0.235,0.0,0.0,7714.0
Batteries,67234,LARAB,0.9,2.61,0.9,0.9,2024,2039,0.85,0.0,0.0,12544.0
Batteries,68600,7236B,0.5,1.45,0.5,0.5,2025,2040,,0.0,,
Batteries,66660,HAN,99.4,288.26,99.4,99.4,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66662,BIA,32.0,92.8,32.0,32.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,64701,LCES,125.0,250.0,125.0,125.0,2022,2037,0.0,0.0,0.0,12544.0
Solar Photovoltaic,65507,VCGSP,2.3,,2.3,1.8,2025,2055,0.212,0.0,0.0,7714.0
Other Waste Biomass,65517,BMORC,3.0,,4.0,3.0,2022,2067,0.672,28.179,1.396,34997.0
Solar Photovoltaic,65523,14057,2.2,,2.2,2.2,2023,2053,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65524,14069,1.6,,1.6,1.6,2024,2054,0.2,0.0,0.0,7714.0
Solar Photovoltaic,65525,14068,3.3,,3.3,3.3,2023,2053,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65526,15112,2.0,,2.0,2.0,2024,2054,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65527,17024,2.5,,2.5,2.5,2025,2055,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65528,17031,2.8,,2.8,2.8,2022,2052,0.259,0.0,0.0,7714.0
Solar Photovoltaic,65562,ABFSP,4.2,,4.3,1.6,2024,2054,0.212,0.0,0.0,9730.0
Batteries,65562,ABSBA,1.6,5.9,1.6,1.6,2024,2054,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65564,BAKER,1.3,,1.3,1.3,2022,2052,0.208,0.0,0.0,7714.0
Solar Photovoltaic,65568,GMSP1,1.0,,0.9,1.0,2021,2051,0.201,0.0,0.0,9730.0
Solar Photovoltaic,65568,GMSP2,0.7,,0.7,0.5,2021,2051,0.233,0.0,0.0,9730.0
Batteries,65568,GMSPB,0.6,1.1,0.6,0.6,2021,2051,0.0,0.0,0.0,17250.0
Batteries,65569,GSRBA,0.654893289,2.619573156,0.655076441,0.654817305,2021,2051,0.0,0.0,0.0,17250.0
Solar Photovoltaic,65569,GSRSP,0.952572056,,1.012390864,0.833403843,2021,2051,0.233,0.0,0.0,9730.0
Solar Photovoltaic,65570,WVMSP,2.5,,2.7,0.9,2022,2052,0.374,0.0,0.0,9730.0
Other Natural Gas,59279,LFT01,1.0,,1.1,1.0,2013,2063,0.909,7.28,0.298,15571.0
Other Natural Gas,58302,LFT,1.0,,1.1,1.0,2012,2062,0.865,7.189,0.298,15571.0
Batteries,65382,ESS,1.0,2.0,1.0,1.0,2022,2037,0.0,0.0,0.0,17250.0
Batteries,66946,LHESS,45.0,180.0,45.0,45.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65614,OCCSP,3.0,,3.1,2.7,2022,2052,0.163,0.0,0.0,9730.0
Solar Photovoltaic,65615,19009,1.2,,1.2,1.2,2023,2053,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65616,20031,2.6,,2.6,2.6,2024,2054,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65617,3998G,1.2,,1.2,1.2,2021,2051,0.19,0.0,0.0,9730.0
Solar Photovoltaic,65617,P3998,0.7,,0.7,0.7,2021,2051,0.236,0.0,0.0,7714.0
Batteries,66699,LHC2,59.7,173.13,59.7,59.7,2025,2040,,0.0,,
Batteries,10444,LHC1,69.0,200.1,69.0,69.0,2025,2040,,0.0,,
Solar Photovoltaic,65663,GEN01,200.0,,200.0,200.0,2024,2054,0.212,0.0,0.0,7714.0
Solar Photovoltaic,65664,GEN02,100.0,,100.0,100.0,2024,2054,0.212,0.0,0.0,9730.0
Solar Photovoltaic,65674,PV,154.4,,154.4,154.4,2022,2052,0.22,0.0,0.0,9730.0
Solar Photovoltaic,65675,PV,148.9,,148.9,148.9,2022,2052,0.166,0.0,0.0,9730.0
Solar Photovoltaic,65676,PV,68.0,,68.0,68.0,2022,2052,0.226,0.0,0.0,9730.0
Solar Photovoltaic,65677,PV,41.2,,41.2,41.2,2022,2052,0.188,0.0,0.0,9730.0
Batteries,63685,LUNA,100.0,400.0,100.0,100.0,2022,2037,0.0,0.0,0.0,12544.0
Batteries,68519,MDNA3,3.9,11.31,3.9,3.9,2026,2041,,0.0,,
Solar Photovoltaic,65706,PJS,1.5,,1.5,1.3,2021,2051,0.066,0.0,0.0,7714.0
Solar Photovoltaic,65711,GEN1,136.8,,136.8,136.8,2024,2054,0.219,0.0,0.0,9730.0
Solar Photovoltaic,65734,OBIPV,250.0,,250.0,250.0,2023,2053,0.212,0.0,0.0,9730.0
Solar Photovoltaic,65735,OBIIP,250.0,,250.0,250.0,2023,2053,0.212,0.0,0.0,9730.0
Solar Photovoltaic,65740,21536,4.1,,4.1,4.1,2021,2051,0.208,0.0,0.0,7714.0
Batteries,65743,VCTBA,50.0,200.0,50.0,50.0,2024,2054,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65743,VCTPV,200.0,,200.0,200.0,2024,2054,0.212,0.0,0.0,9730.0
Batteries,65744,ARCBA,136.0,544.0,136.0,136.0,2024,2054,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65744,ARCPV,263.0,,263.0,263.0,2024,2054,0.212,0.0,0.0,9730.0
Solar Photovoltaic,65770,SOLAR,2.9,,2.9,2.9,2021,2051,0.253,0.0,0.0,7714.0
Solar Photovoltaic,65794,VSPRC,1.5,,1.5,1.5,2022,2052,0.18,0.0,0.0,7714.0
Solar Photovoltaic,65807,SHS,50.0,,50.0,50.0,2025,2055,0.212,0.0,0.0,7714.0
Batteries,65808,BSVEC,62.23550478,248.94201912,61.98847984,62.15437497,2026,2056,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65808,SVEC,124.4710096,,123.9769597,124.3087499,2026,2056,0.212,0.0,0.0,9730.0
Other Natural Gas,59802,MXM00,1.0,,1.1,1.0,2014,2064,0.749,20.225,0.298,15571.0
Batteries,66636,BESS,100.0,400.0,100.0,100.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,66637,BESS,150.0,600.0,150.0,150.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,67498,MCFRC,185.0,536.5,185.0,185.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65820,OWS,50.0,,50.0,50.0,2023,2053,0.212,0.0,0.0,7714.0
Batteries,66281,1,10.0,10.0,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66281,2,10.0,10.0,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66494,NOVA1,230.0,920.0,230.0,230.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66494,NOVA2,230.0,920.0,230.0,230.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66494,NOVA3,50.0,200.0,50.0,50.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66494,NOVA4,110.0,440.0,110.0,110.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,66494,NOVA5,60.0,174.0,60.0,60.0,2025,2040,0.85,0.0,0.0,12544.0
Batteries,68518,MRC2B,2.0,5.8,2.0,2.0,2026,2041,,0.0,,
Batteries,68018,MRCDB,3.0,8.7,3.0,3.0,2025,2040,,0.0,,
Batteries,65962,MS4B,10.0,47.7,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,65963,MS5B,60.0,240.0,60.0,60.0,2023,2038,0.85,0.0,0.0,17250.0
Other Natural Gas,62459,SMC01,3.0,,3.0,3.0,2018,2068,0.838,7.363,0.298,15571.0
Batteries,60661,013A,10.0,40.0,10.0,10.0,2016,2031,0.0,0.0,0.0,12544.0
Batteries,60661,013B,10.0,40.0,10.0,10.0,2016,2031,0.0,0.0,0.0,12544.0
Other Natural Gas,62697,NTL3A,2.4,,2.4,2.4,2017,2067,0.871,7.408,0.298,15571.0
Other Natural Gas,62697,NTL3B,2.6,,2.6,2.6,2017,2067,0.871,7.408,0.298,15571.0
Batteries,63554,MSSB1,15.0,60.0,15.0,15.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,67178,MEBA,15.0,60.0,15.0,15.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,67093,GEN1,70.6,77.0,77.0,70.6,2020,2035,0.0,0.0,0.0,17250.0
Solar Photovoltaic,65956,STORY,88.0,,122.0,88.0,2023,2053,0.219,0.0,0.0,7714.0
Solar Photovoltaic,65962,MS4,52.5,,52.5,52.5,2024,2054,0.219,0.0,0.0,9730.0
Solar Photovoltaic,65963,MS5,60.0,,60.0,60.0,2023,2053,0.219,0.0,0.0,9730.0
Batteries,67828,MES1,25.0,72.5,25.0,25.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,65965,JAVA,13.5,,13.5,13.5,2022,2052,0.242,0.0,0.0,9730.0
Solar Photovoltaic,65970,1,3.0,,3.0,3.0,2023,2053,0.212,0.0,0.0,9730.0
Batteries,67829,MES2,20.0,58.0,20.0,20.0,2025,2040,0.85,0.0,0.0,12544.0
Onshore Wind Turbine,66001,CHVB,238.2,,238.2,238.2,2023,2053,0.382,0.0,0.0,14250.0
Solar Photovoltaic,66023,18009,1.4,,1.4,1.4,2024,2054,0.212,0.0,0.0,9730.0
Solar Photovoltaic,66035,457,2.6,,2.6,2.6,2023,2053,0.212,0.0,0.0,9730.0
Solar Photovoltaic,66039,457,2.5,,2.5,2.5,2023,2053,0.212,0.0,0.0,9730.0
Solar Photovoltaic,66088,PCEF,2.9,,3.0,2.9,2022,2052,0.355,0.0,0.0,9730.0
Onshore Wind Turbine,66110,BREC1,163.0,,163.0,163.0,2024,2054,0.382,0.0,0.0,14250.0
Solar Photovoltaic,66125,WESTL,100.0,,100.0,100.0,2022,2052,0.296,0.0,0.0,9730.0
Onshore Wind Turbine,66167,63235,27.0,,27.0,27.0,2024,2054,0.316,0.0,0.0,14250.0
Batteries,65889,BESS,300.0,870.0,300.0,300.0,2025,2040,0.85,0.0,0.0,12544.0
Batteries,64531,KOV4A,99.0,287.1,99.0,99.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,66242,LSHS,1.0,,1.0,1.0,2022,2052,0.237,0.0,0.0,9730.0
Solar Photovoltaic,66263,1111,300.0,,300.0,300.0,2024,2054,0.219,0.0,0.0,9730.0
Batteries,66208,NCV,132.0,528.0,132.0,132.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,67039,NOBAT,92.0,266.8,92.0,92.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,66270,PRXMA,190.0,,190.0,190.0,2024,2054,0.212,0.0,0.0,9730.0
Batteries,65735,OBIIB,125.0,500.0,125.0,125.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,65734,OBIBS,125.0,500.0,125.0,125.0,2023,2038,0.85,0.0,0.0,17250.0
Batteries,65614,OCCBA,2.1,4.0,2.1,2.1,2022,2037,0.028,0.0,0.0,17250.0
Batteries,62497,OCES2,9.0,26.1,9.0,9.0,2021,2036,0.0,0.0,0.0,12544.0
Batteries,62499,OCES3,6.0,17.4,6.0,6.0,2021,2036,0.0,0.0,0.0,12544.0
Batteries,65656,HEORG,20.0,58.0,20.0,20.0,2025,2040,0.85,0.0,0.0,12544.0
Solar Photovoltaic,66395,PV1,1.8,,1.8,1.8,2023,2053,0.212,0.0,0.0,9730.0
Batteries,60567,SES2,1.0,2.9,1.0,1.0,2015,2030,0.0,0.0,0.0,12544.0
Batteries,60567,SES1,1.0,3.0,1.0,1.0,2015,2030,0.0,0.0,0.0,12544.0
Batteries,62729,PAIN1,10.0,29.0,10.0,10.0,2025,2040,0.85,0.0,0.0,12544.0
Batteries,60566,SES2,1.0,2.9,1.0,1.0,2015,2030,0.0,0.0,0.0,12544.0
Natural Gas Steam Turbine,66599,2,0.3,,0.3,0.3,2024,2074,0.87,6.469,0.298,15571.0
Landfill Gas,57771,2,0.2,,0.2,0.2,2024,2124,0.9,8.513,3.136,10167.0
Batteries,66280,1,10.0,10.0,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,66466,43580,1.0,,1.0,1.0,2021,2051,0.12,0.0,0.0,9730.0
Solar Photovoltaic,66468,PV1,1.0,,1.0,1.0,2018,2048,0.158,0.0,0.0,9730.0
Solar Photovoltaic,66469,PV1,1.0,,1.0,1.0,2018,2048,0.171,0.0,0.0,9730.0
Solar Photovoltaic,66470,PV1,1.0,,1.0,1.0,2017,2047,0.171,0.0,0.0,9730.0
Solar Photovoltaic,66475,18263,1.5,,1.5,1.5,2025,2055,0.212,0.0,0.0,9730.0
Batteries,68542,7170B,0.3,0.87,0.3,0.3,2025,2040,,0.0,,
Solar Photovoltaic,66476,18268,4.5,,4.5,4.5,2024,2054,0.212,0.0,0.0,9730.0
Batteries,66779,PPABA,300.0,870.0,300.0,300.0,2025,2040,0.85,0.0,0.0,12544.0
Batteries,66265,1,10.0,10.0,10.0,10.0,2024,2039,0.85,0.0,0.0,12544.0
Batteries,67092,PSLBA,15.0,60.0,15.0,15.0,2024,2039,0.85,0.0,0.0,12544.0
Solar Photovoltaic,66506,WEST2,2.0,,2.0,2.0,2024,2054,0.212,0.0,0.0,9730.0
Solar Photovoltaic,66509,18259,1.5,,1.5,1.5,2024,2054,0.212,0.0,0.0,9730.0
Solar Photovoltaic,66510,19616,1.2,,1.2,1.2,2025,2055,0.212,0.0,0.0,9730.0
Solar Photovoltaic,66511,18262,2.0,,2.0,2.0,2025,2055,0.212,0.0,0.0,9730.0
Batteries,6704,NASB1,1.0,6.8,1.0,1.0,2012,2027,0.0,0.0,0.0,12544.0
Solar Photovoltaic,66532,BCE21,10.0,,10.0,10.0,2023,2053,0.212,0.0,0.0,9730.0
Batteries,68477,1,250.0,725.0,250.0,250.0,2026,2041,,0.0,,
